"","req","X","cplx","complexity","author","owner","nuc","form","procedural","location","level","textorder","dependencies","coherence","steps","steps.functional","steps.beyond","steps.mis.variations","steps.mis.main","steps.consistent","sequence.main","sequence.alt","numbering","entities","actors","actors_explicit","totalinteractions","interactions","pureinteractions","consecutive","month","lambda","s2"
"751","req774",774,"Low Complexity",1,"author4","owner1",4,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-06-01,75,62
"752","req775",775,"High Complexity",3,"author6","owner10",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,130,116
"753","req776",776,"Medium Complexity",2,"author13","owner4",1,"description",1,"Solution Proposal","User",1,0,0.884741480462253,9,7,0,1,0,0,1,1,0,0,0,0,10,10,4,5,2023-08-01,90,98
"754","req777",777,"Medium Complexity",2,"author1","owner9",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-05-01,95,78
"755","req778",778,"High Complexity",3,"author11","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-01,115,116
"756","req779",779,"Medium Complexity",2,"author19","owner7",2,"description",1,"Solution Proposal","(no level)",1,1,0.234528383356519,7.5,6.5,1.5,0.5,0,1.5,1,1,1,1,0.5,0,16,8,3.5,4.5,2024-08-01,110,122
"757","req78",78,"High Complexity",3,"author1","owner3",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-06-01,125,111
"758","req780",780,"Low Complexity",1,"author12","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-01,55,60
"759","req781",781,"Low Complexity",1,"author23","owner1",1,"description",1,"Solution Proposal","(no level)",1,1,0.53408456617035,7,4,2,0,0,1,1,1,1,1,0,0,7,7,1,3,2022-06-01,80,77
"760","req782",782,"Medium Complexity",2,"author22","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-01,85,76
"761","req783",783,"Medium Complexity",2,"author7","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-01,85,86
"762","req784",784,"Low Complexity",1,"author20","owner7",1,"description",1,"Business Background","(no level)",1,1,0.249908783705905,7,6,1,3,0,0,1,1,1,2,2,0,8,8,5,7,2021-05-01,70,65
"763","req785",785,"High Complexity",3,"author22","owner2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-03-01,120,112
"764","req786",786,"Medium Complexity",2,"author10","owner5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-01,85,74
"765","req787",787,"Medium Complexity",2,"author9","owner2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-12-01,95,72
"766","req788",788,"High Complexity",3,"author10","owner3",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-05-01,120,91
"767","req789",789,"Low Complexity",1,"author27","owner5",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-02-01,65,85
"768","req79",79,"Medium Complexity",2,"author15","owner9",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-02-01,100,92
"769","req790",790,"Low Complexity",1,"author28","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-01-01,60,61
"770","req791",791,"High Complexity",3,"author13","owner4",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-11-01,125,118
"771","req792",792,"Low Complexity",1,"author8","owner10",1,"description",1,"default","System",1,1,0.751892495201901,6,6,1,2,1,0,1,1,1,2,0,0,7,7,2,4,2021-04-01,70,69
"772","req793",793,"Low Complexity",1,"author8","owner5",2,"description",1,"Business Requirements","User",1,1,0.571175714489073,7.5,6,0,1,0.5,1,1,1,1,0,0,0,18,9,1.5,4.5,2024-11-01,65,64
"773","req794",794,"Medium Complexity",2,"author10","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-01,85,80
"774","req795",795,"Medium Complexity",2,"author29","owner8",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-02-01,90,86
"775","req796",796,"High Complexity",3,"author16","owner4",1,"description",1,"Business Requirements","System",1,1,0.736196662997827,11,8,0,0,0,2,1,1,1,1,0,0,7,7,1,5,2024-12-01,120,124
"776","req797",797,"High Complexity",3,"author29","owner9",4,"description",1,"Solution Proposal","Business",0.75,0.75,0.645955640007742,6.5,5.5,0.75,1,0.5,0.25,1,1,1,1,0.75,0,29,7.25,2.25,4.5,2021-10-01,142.5,143
"777","req798",798,"High Complexity",3,"author7","owner2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-07-01,125,112
"778","req799",799,"Medium Complexity",2,"author5","owner1",4,"description",1,"Business Background","Business",0.75,1,0.238345868478063,6.5,6,2.5,0.75,0.25,1.25,1,1,1,1,0.25,0.25,33,8.25,3.5,5,2020-09-01,130,145
"779","req8",8,"Low Complexity",1,"author26","owner5",4,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,75,77
"780","req80",80,"High Complexity",3,"author23","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-01,115,120
"781","req800",800,"Medium Complexity",2,"author3","owner4",1,"description",1,"Solution Proposal","User",1,1,0.902926339302212,5,3,2,0,0,0,1,1,1,1,1,0,8,8,4,4,2020-07-01,110,120
"782","req801",801,"Medium Complexity",2,"author21","owner10",3,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-03-01,100,104
"783","req802",802,"Medium Complexity",2,"author5","owner10",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,95,89
"784","req803",803,"Medium Complexity",2,"author30","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-06-01,90,88
"785","req804",804,"Low Complexity",1,"author28","owner10",1,"description",1,"default","System",0,1,0.157420661998913,9,6,2,1,0,1,1,1,1,0,0,0,14,14,3,10,2023-09-01,80,73
"786","req805",805,"Low Complexity",1,"author4","owner1",2,"description",1,"Solution Proposal","(no level)",1,1,0.170673180255107,5.5,3.5,1,2,0,0.5,1,1,1,1.5,0.5,0,14,7,1.5,3,2020-05-01,75,72
"787","req806",806,"High Complexity",3,"author1","owner3",2,"description",1,"default","System",1,1,0.620253717177548,7.5,6.5,1.5,2,0.5,0.5,1,1,1,0,0,0,16,8,1.5,4.5,2023-04-01,140,139
"788","req807",807,"Medium Complexity",2,"author15","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-04-01,90,86
"789","req808",808,"Low Complexity",1,"author24","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-01,55,55
"790","req809",809,"Medium Complexity",2,"author7","owner1",1,"description",1,"Solution Proposal","(no level)",1,1,0.655963537516072,11,9,4,1,2,2,1,1,1,0,0,0,12,12,4,7,2020-04-01,130,117
"791","req81",81,"Medium Complexity",2,"author22","owner10",2,"description",1,"Solution Proposal","Business",1,1,0.915899280342274,7,4,1.5,0,0,2,1,1,1,0.5,0.5,0,16,8,3,5,2024-11-01,110,107
"792","req810",810,"Medium Complexity",2,"author7","owner2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-04-01,95,95
"793","req811",811,"High Complexity",3,"author12","owner5",1,"description",1,"Business Requirements","User",1,1,0.0632752827368677,8,8,2,3,0,2,1,1,1,2,2,2,10,10,8,6,2020-03-01,140,155
"794","req812",812,"Medium Complexity",2,"author11","owner5",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-09-01,90,84
"795","req813",813,"High Complexity",3,"author12","owner9",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-03-01,125,115
"796","req814",814,"Medium Complexity",2,"author10","owner8",2,"description",1,"Business Requirements","User",1,0,0.628306168830022,5,5,0,0.5,1,0.5,1,1,1,0.5,0,0,12,6,0.5,5.5,2020-02-01,95,92
"797","req815",815,"Medium Complexity",2,"author6","owner7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-01,85,84
"798","req816",816,"Medium Complexity",2,"author12","owner6",4,"description",1,"Business Requirements","User",1,0.75,0.327079169917852,8,6.75,0.5,1.5,0.75,1,1,1,1,0.5,0.25,0,36,9,2.25,5.25,2022-10-01,110,82
"799","req817",817,"Low Complexity",1,"author13","owner9",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-06-01,60,57
"800","req818",818,"High Complexity",3,"author15","owner6",1,"description",1,"default","Business",1,1,0.876031434861943,6,4,0,4,0,1,1,1,1,1,1,0,6,6,4,2,2022-02-01,120,131
"801","req819",819,"Medium Complexity",2,"author21","owner3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-06-01,95,97
"802","req82",82,"Medium Complexity",2,"author24","owner3",4,"description",1,"Business Requirements","(no level)",1,1,0.545496261736844,6.5,4.5,0.5,1,0.75,0.5,1,1,0.75,0.5,0.25,0,31,7.75,2.5,4.25,2022-11-01,110,102
"803","req820",820,"Medium Complexity",2,"author26","owner6",2,"description",1,"Business Requirements","System",0.5,1,0.363487677881494,7,5.5,2,1,1.5,1,1,1,1,0.5,0.5,0,14,7,3.5,5,2021-06-01,115,120
"804","req821",821,"Medium Complexity",2,"author1","owner1",4,"description",1,"Solution Proposal","System",1,0.75,0.546855530119501,6.5,5.5,1,0.25,0.25,0.75,1,0.75,1,0.25,0.25,0,28,7,3.25,3,2020-11-01,115,115
"805","req822",822,"High Complexity",3,"author21","owner7",1,"description",1,"Business Requirements","System",1,1,0.0535220820456743,6,5,1,1,0,2,1,1,1,1,1,1,7,7,4,4,2021-03-01,130,150
"806","req823",823,"Medium Complexity",2,"author14","owner6",1,"description",1,"Solution Proposal","User",1,1,0.616116135381162,5,3,3,0,0,0,1,1,1,1,0,0,5,5,1,3,2022-11-01,120,128
"807","req824",824,"Medium Complexity",2,"author17","owner7",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-03-01,95,93
"808","req825",825,"Low Complexity",1,"author29","owner10",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-12-01,65,55
"809","req826",826,"High Complexity",3,"author29","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-10-01,120,113
"810","req827",827,"Medium Complexity",2,"author4","owner8",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-03-01,100,96
"811","req828",828,"High Complexity",3,"author25","owner10",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-05-01,120,119
"812","req829",829,"Low Complexity",1,"author28","owner10",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-09-01,65,51
"813","req83",83,"Low Complexity",1,"author22","owner7",3,"description",1,"default","System",1,1,0.617195485703026,7,5.66666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,1,1,1,1,0.333333333333333,0,20,6.66666666666667,1.33333333333333,3.66666666666667,2023-09-01,76.6666666666667,85
"814","req830",830,"Medium Complexity",2,"author4","owner10",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-08-01,90,86
"815","req831",831,"Medium Complexity",2,"author23","owner6",3,"description",1,"default","(no level)",1,1,0.500128055767466,6.33333333333333,5,0.333333333333333,0.333333333333333,0.333333333333333,1.33333333333333,1,1,1,0.333333333333333,0,0,21,7,1.66666666666667,5.33333333333333,2022-04-01,103.333333333333,101
"816","req832",832,"Low Complexity",1,"author9","owner2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,65,65
"817","req833",833,"Low Complexity",1,"author18","owner8",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-10-01,65,61
"818","req834",834,"Medium Complexity",2,"author9","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-01,85,85
"819","req835",835,"High Complexity",3,"author4","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-01,115,107
"820","req836",836,"High Complexity",3,"author28","owner9",1,"description",1,"Solution Proposal","Business",1,0,0.150467197876424,7,5,3,1,1,2,1,1,1,0,0,0,4,4,1,2,2022-04-01,150,151
"821","req837",837,"Medium Complexity",2,"author1","owner4",2,"description",1,"Business Background","User",1,1,0.522588954423554,9.5,9,1,1,0.5,1,1,1,1,2,1.5,0,22,11,6,6,2023-07-01,105,104
"822","req838",838,"Medium Complexity",2,"author27","owner3",1,"description",1,"Business Requirements","User",0,1,0.997184233274311,8,3,0,1,1,1,1,1,1,1,1,0,10,10,2,8,2023-05-01,90,98
"823","req839",839,"Medium Complexity",2,"author10","owner10",2,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-05-01,95,112
"824","req84",84,"Medium Complexity",2,"author6","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-01,85,91
"825","req840",840,"Low Complexity",1,"author1","owner1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-01-01,65,68
"826","req841",841,"Medium Complexity",2,"author29","owner10",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-11-01,90,95
"827","req842",842,"Medium Complexity",2,"author27","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-12-01,90,97
"828","req843",843,"Low Complexity",1,"author21","owner7",1,"description",1,"default","Business",0,1,0.788120953831822,6,4,1,0,0,2,0,1,1,0,0,0,7,7,3,4,2022-08-01,70,65
"829","req844",844,"Medium Complexity",2,"author11","owner2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-12-01,90,91
"830","req845",845,"Low Complexity",1,"author25","owner2",2,"description",1,"Business Requirements","(no level)",1,1,0.234473537304438,6,5,0,0,0,0.5,1,1,1,1,0,0,12,6,2,3.5,2021-02-01,65,57
"831","req846",846,"Low Complexity",1,"author2","owner6",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-06-01,65,64
"832","req847",847,"Medium Complexity",2,"author7","owner7",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-07-01,90,79
"833","req848",848,"Low Complexity",1,"author21","owner9",3,"description",1,"default","User",1,0.666666666666667,0.444498280140882,4.33333333333333,4,1,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,1,1,0.333333333333333,0.333333333333333,0,15,5,1,2.33333333333333,2022-02-01,80,76
"834","req849",849,"Medium Complexity",2,"author13","owner6",2,"description",1,"Solution Proposal","User",1,1,0.834284415468574,6,4.5,3,0.5,0,1,0.5,1,1,0.5,0.5,0.5,14,7,2.5,4.5,2023-11-01,125,105
"835","req85",85,"High Complexity",3,"author13","owner3",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-11-01,120,122
"836","req850",850,"High Complexity",3,"author29","owner8",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-02-01,125,133
"837","req851",851,"Medium Complexity",2,"author7","owner3",2,"description",1,"Solution Proposal","Business",1,1,0.823060071095824,7,6,2.5,1.5,0.5,1,1,1,1,1.5,0.5,0,17,8.5,5.5,3.5,2020-09-01,120,108
"838","req852",852,"Low Complexity",1,"author23","owner2",2,"description",1,"Business Requirements","System",1,1,0.487706737592816,4,3,1,0,0.5,0.5,1,1,1,0.5,0.5,0.5,12,6,1.5,3.5,2022-01-01,75,70
"839","req853",853,"Low Complexity",1,"author7","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-01,55,68
"840","req854",854,"High Complexity",3,"author5","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-01,115,123
"841","req855",855,"Medium Complexity",2,"author27","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-01,85,91
"842","req856",856,"High Complexity",3,"author5","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-01,115,114
"843","req857",857,"Medium Complexity",2,"author23","owner9",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-06-01,95,89
"844","req858",858,"Low Complexity",1,"author13","owner3",2,"description",1,"Solution Proposal","System",1,1,0.469990423647687,5.5,5,1.5,1.5,1,1,1,1,1,0.5,0,0,13,6.5,3,5,2024-03-01,80,99
"845","req859",859,"High Complexity",3,"author3","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,120,114
"846","req86",86,"High Complexity",3,"author29","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-01,115,122
"847","req860",860,"High Complexity",3,"author26","owner7",1,"description",1,"Business Background","System",1,1,0.402516171801835,6,4,0,1,0,0,1,1,1,0,0,0,8,8,2,4,2023-03-01,120,123
"848","req861",861,"High Complexity",3,"author25","owner1",1,"description",1,"default","Business",1,1,0.236168551491573,6,5,1,0,0,1,1,1,1,2,2,0,5,5,3,2,2023-06-01,130,142
"849","req862",862,"Low Complexity",1,"author6","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-01,55,56
"850","req863",863,"Medium Complexity",2,"author25","owner8",1,"description",1,"Business Background","User",1,0,0.202928893268108,8,6,1,0,0,3,1,1,1,1,0,0,12,12,3,7,2024-07-01,100,100
"851","req864",864,"Medium Complexity",2,"author18","owner7",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-06-01,95,106
"852","req865",865,"Low Complexity",1,"author16","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-01-01,65,75
"853","req866",866,"Medium Complexity",2,"author29","owner8",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-05-01,95,88
"854","req867",867,"Low Complexity",1,"author16","owner9",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-08-01,65,69
"855","req868",868,"Low Complexity",1,"author26","owner2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-06-01,60,60
"856","req869",869,"Medium Complexity",2,"author11","owner9",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-05-01,95,87
"857","req87",87,"Medium Complexity",2,"author21","owner6",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-05-01,95,102
"858","req870",870,"Medium Complexity",2,"author4","owner3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-01,85,74
"859","req871",871,"Low Complexity",1,"author21","owner4",1,"description",1,"default","User",1,1,0.253220131155103,8,8,1,1,0,0,1,1,1,1,0,0,9,9,6,4,2021-06-01,70,76
"860","req872",872,"Low Complexity",1,"author7","owner1",2,"description",1,"Solution Proposal","User",1,1,0.426922711892985,6,5,1.5,1.5,0,1,1,1,1,1,1,0,18,9,4,6,2020-01-01,80,74
"861","req873",873,"High Complexity",3,"author3","owner7",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-04-01,130,118
"862","req874",874,"Medium Complexity",2,"author6","owner3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-01,85,92
"863","req875",875,"Low Complexity",1,"author17","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-01,55,53
"864","req876",876,"High Complexity",3,"author23","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-01,115,101
"865","req877",877,"High Complexity",3,"author12","owner10",2,"description",1,"Business Requirements","(no level)",1,1,0.803656752570532,9.5,7.5,0,2,1,0.5,1,1,1,1,1,0,23,11.5,6.5,5.5,2024-11-01,125,120
"866","req878",878,"Medium Complexity",2,"author11","owner3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-01,85,91
"867","req879",879,"High Complexity",3,"author16","owner7",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-02-01,120,102
"868","req88",88,"Low Complexity",1,"author1","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-07-01,60,54
"869","req880",880,"High Complexity",3,"author28","owner3",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-07-01,125,129
"870","req881",881,"High Complexity",3,"author8","owner1",1,"description",1,"default","User",1,1,0.726985895773396,7,2,0,0,0,0,1,1,1,1,1,0,10,10,5,7,2020-12-01,120,127
"871","req882",882,"Low Complexity",1,"author13","owner5",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-08-01,60,62
"872","req883",883,"Low Complexity",1,"author28","owner5",2,"description",1,"default","Business",0.5,1,0.726241680211388,7,4.5,0.5,1.5,0.5,0.5,1,1,1,1,1,0,17,8.5,4,5.5,2022-08-01,70,53
"873","req884",884,"Low Complexity",1,"author20","owner8",2,"description",1,"Business Requirements","(no level)",1,1,0.901771663920954,6.5,5,1,0,0,0.5,1,1,1,1,1,1,17,8.5,6.5,2.5,2021-09-01,75,70
"874","req885",885,"High Complexity",3,"author16","owner7",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-04-01,120,116
"875","req886",886,"Medium Complexity",2,"author17","owner8",1,"description",1,"Solution Proposal","(no level)",1,1,0.0268204791937023,8,7,2,1,1,1,1,1,1,0,0,0,12,12,0,6,2024-03-01,110,102
"876","req887",887,"Medium Complexity",2,"author22","owner10",2,"description",1,"default","(no level)",0.5,1,0.352858023019508,4.5,4,0.5,0.5,0.5,0,1,1,1,0.5,0,0,12,6,1.5,4,2020-11-01,100,101
"877","req888",888,"Medium Complexity",2,"author13","owner5",1,"description",1,"Business Requirements","Business",1,1,0.801306217908859,8,3,1,1,1,0,1,1,1,0,0,0,7,7,4,1,2024-09-01,100,90
"878","req889",889,"High Complexity",3,"author8","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-09-01,120,142
