"","req","ucid","complexity","Form","Procedural","Fields","Location","Level","Text.Order","Dependencies","Coherent","Steps","Functional.Steps","Whitebox.Steps","Misplaced.Variations","Misplaced.Main","Sequence.Main","Sequence.Alt","Numbering","Consistent.Grammar","entities","actors","actors.explicit","interactions","pureinteractions","consecutive"
"866","req590","uc1",3,"description",TRUE,"title; main scenario; preconditions; limitations; postconditions; revision history; level","default","User",TRUE,TRUE,0.000247025862336159,5,3,0,0,0,TRUE,TRUE,TRUE,0,1,0,0,5,1,4
"867","req590","uc2",3,"description",TRUE,"title; main scenario; preconditions; limitations; postconditions; revision history; level","Business Requirements","(no level)",TRUE,TRUE,0.194896248402074,8,5,0,2,1,TRUE,TRUE,TRUE,0,1,0,0,12,5,6
"868","req590","uc3",3,"description",TRUE,"title; main scenario; preconditions; limitations; postconditions; revision history; level","default","User",TRUE,FALSE,0.903836203971878,9,8,0,2,2,TRUE,TRUE,TRUE,0,1,1,0,13,5,5
"869","req591","uc1",3,"description",TRUE,"title; main scenario; limitations; extensions; actor; postconditions","Solution Proposal","User",TRUE,TRUE,0.500019648112357,7,4,1,1,0,TRUE,TRUE,TRUE,1,0,0,0,7,1,3
"870","req592","uc1",1,"description",TRUE,"title; main scenario; solution hints; level; actor; dependencies; limitations","Business Requirements","User",TRUE,TRUE,0.152027672156692,5,4,1,2,0,TRUE,TRUE,TRUE,0,1,1,1,7,3,5
"871","req592","uc2",1,"description",TRUE,"title; main scenario; solution hints; level; actor; dependencies; limitations","default","(no level)",TRUE,TRUE,0.137831962201744,4,4,1,1,0,TRUE,TRUE,TRUE,0,0,0,0,5,1,3
"872","req592","uc3",1,"description",TRUE,"title; main scenario; solution hints; level; actor; dependencies; limitations","Business Background","User",TRUE,TRUE,0.713149171555415,5,4,0,1,0,TRUE,TRUE,TRUE,0,2,1,0,7,4,3
"873","req593","uc1",3,"description",TRUE,"title; main scenario; solution hints; additional information; limitations","default","System",TRUE,FALSE,0.616773874033242,9,6,0,0,1,TRUE,TRUE,TRUE,1,0,0,0,9,2,7
"874","req593","uc2",3,"description",TRUE,"title; main scenario; solution hints; additional information; limitations","Solution Proposal","Business",TRUE,TRUE,0.893859611125663,7,5,4,1,0,TRUE,TRUE,TRUE,1,0,0,0,7,2,5
"875","req594","uc1",2,"description",TRUE,"title; main scenario; revision history; preconditions; postconditions","Solution Proposal","Business",TRUE,TRUE,0.465178339509293,5,4,0,0,1,TRUE,TRUE,TRUE,2,1,0,0,6,1,2
"876","req595","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","req595","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","req596","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","req596","uc2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","req597","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","req599","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","req6","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","req6","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","req6","uc3",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","req60","uc1",1,"description",TRUE,"title; main scenario; level; postconditions; revision history; preconditions; limitations; extensions; solution hints; assumptions","Solution Proposal","Business",TRUE,TRUE,0.392022653482854,5,3,0,0,0,TRUE,TRUE,TRUE,2,2,1,0,3,0,3
"886","req60","uc2",1,"description",TRUE,"title; main scenario; level; postconditions; revision history; preconditions; limitations; extensions; solution hints; assumptions","Business Requirements","(no level)",TRUE,TRUE,0.0894856611266732,6,6,1,1,1,TRUE,TRUE,TRUE,0,0,0,0,7,4,4
"887","req600","uc1",3,"description",TRUE,"title; main scenario; extensions; level; preconditions; limitations; actor","Business Background","Business",TRUE,TRUE,0.589055101154372,6,4,0,1,2,TRUE,TRUE,TRUE,0,1,1,1,6,3,6
"888","req600","uc2",3,"description",TRUE,"title; main scenario; extensions; level; preconditions; limitations; actor","Business Requirements","(no level)",TRUE,TRUE,0.689733562758192,9,7,0,0,3,TRUE,TRUE,FALSE,0,0,0,0,10,3,6
"889","req601","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","req601","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","req603","uc1",1,"description",TRUE,"title; main scenario; limitations; postconditions; solution hints; dependencies; assumptions; actor; level; revision history; additional information","Solution Proposal","User",TRUE,TRUE,0.598682806827128,8,4,1,0,0,TRUE,TRUE,TRUE,1,1,1,1,7,3,5
"892","req603","uc2",1,"description",TRUE,"title; main scenario; limitations; postconditions; solution hints; dependencies; assumptions; actor; level; revision history; additional information","Business Requirements","System",TRUE,TRUE,0.612096328986809,8,7,0,2,0,TRUE,TRUE,TRUE,3,1,1,1,11,5,8
"893","req604","uc1",2,"description",TRUE,"title; main scenario; preconditions; postconditions; actor; additional information; solution hints; limitations; revision history","Business Requirements","User",FALSE,TRUE,0.25192691734992,7,5,0,1,1,TRUE,TRUE,TRUE,1,0,0,0,7,4,4
"894","req605","uc1",2,"description",TRUE,"title; main scenario; assumptions; solution hints; additional information; limitations; revision history","Business Background","(no level)",TRUE,TRUE,0.17858449020423,7,6,0,2,1,TRUE,TRUE,TRUE,1,1,1,0,9,3,6
"895","req606","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","req606","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","req606","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","req607","uc1",2,"description",TRUE,"title; main scenario; preconditions; dependencies; limitations; actor; additional information; level","Solution Proposal","Business",FALSE,TRUE,0.924771321704611,8,7,3,1,0,TRUE,TRUE,TRUE,1,1,1,0,11,4,5
"899","req608","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","req61","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","req61","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","req610","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","req610","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","req612","uc1",2,"description",TRUE,"title; main scenario; dependencies; revision history; preconditions; level; actor","Business Background","System",TRUE,TRUE,0.260115355951712,7,5,0,1,1,TRUE,TRUE,TRUE,0,1,0,0,8,3,3
"905","req612","uc2",2,"description",TRUE,"title; main scenario; dependencies; revision history; preconditions; level; actor","Solution Proposal","Business",TRUE,TRUE,0.799562056548893,7,4,1,0,0,TRUE,TRUE,TRUE,1,1,1,1,7,3,3
"906","req613","uc1",1,"description",TRUE,"title; main scenario; actor; postconditions; extensions; preconditions; level; assumptions; solution hints","Solution Proposal","User",TRUE,TRUE,0.718068051384762,7,6,3,2,0,TRUE,TRUE,TRUE,0,2,0,0,6,2,2
"907","req614","uc1",2,"description",TRUE,"title; main scenario; preconditions; postconditions; assumptions; solution hints","default","(no level)",TRUE,TRUE,0.856149963103235,7,4,0,2,0,TRUE,TRUE,TRUE,0,1,0,0,10,4,5
"908","req615","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","req615","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","req616","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","req617","uc1",3,"description",TRUE,"title; main scenario; postconditions; dependencies","Business Background","System",TRUE,TRUE,0.406150591792539,11,8,3,2,0,TRUE,TRUE,TRUE,1,0,0,0,13,3,8
"912","req617","uc2",3,"description",TRUE,"title; main scenario; postconditions; dependencies","default","Business",TRUE,TRUE,0.128222593571991,9,6,1,2,1,TRUE,TRUE,TRUE,1,0,0,0,11,4,6
"913","req618","uc1",1,"description",TRUE,"title; main scenario; additional information; assumptions; postconditions; level; dependencies","Business Requirements","(no level)",TRUE,TRUE,0.283122711349279,4,3,1,1,1,TRUE,FALSE,TRUE,0,0,0,0,5,3,2
"914","req619","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","req619","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","req620","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","req620","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","req622","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","req622","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","req623","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","req624","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","req624","uc2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","req626","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","req627","uc1",2,"description",TRUE,"title; main scenario; actor; limitations; assumptions; postconditions","default","User",TRUE,TRUE,0.0453323149122298,8,7,1,2,0,TRUE,TRUE,TRUE,0,1,1,0,8,3,4
"925","req628","uc1",3,"description",TRUE,"title; main scenario; preconditions; limitations; extensions; postconditions; level","Business Requirements","(no level)",TRUE,TRUE,0.348897414514795,12,9,0,2,0,TRUE,FALSE,TRUE,0,1,1,0,18,11,11
"926","req628","uc2",3,"description",TRUE,"title; main scenario; preconditions; limitations; extensions; postconditions; level","default","Business",TRUE,TRUE,0.402907449519262,8,8,1,3,0,TRUE,TRUE,TRUE,0,0,0,0,11,4,5
"927","req628","uc3",3,"description",TRUE,"title; main scenario; preconditions; limitations; extensions; postconditions; level","Solution Proposal","System",TRUE,TRUE,0.62334901932627,6,2,2,0,0,TRUE,TRUE,TRUE,0,2,1,0,8,5,4
"928","req629","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","req629","uc2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","req63","uc1",3,"description",TRUE,"title; main scenario; solution hints; level; additional information; assumptions; preconditions; postconditions","Business Background","User",FALSE,TRUE,0.621224928414449,5,4,0,0,1,TRUE,TRUE,TRUE,0,2,1,0,3,2,0
"931","req63","uc2",3,"description",TRUE,"title; main scenario; solution hints; level; additional information; assumptions; preconditions; postconditions","Business Background","User",TRUE,TRUE,0.744247535476461,6,5,1,1,1,TRUE,TRUE,TRUE,0,2,1,0,6,4,3
"932","req63","uc3",3,"description",TRUE,"title; main scenario; solution hints; level; additional information; assumptions; preconditions; postconditions","Solution Proposal","(no level)",TRUE,TRUE,0.577058226801455,7,6,3,2,0,TRUE,TRUE,TRUE,0,1,0,0,8,3,5
"933","req630","uc1",3,"description",TRUE,"title; main scenario; postconditions; level; actor; preconditions; revision history; assumptions; solution hints","Business Requirements","User",TRUE,TRUE,0.336731779621914,9,8,0,0,0,TRUE,TRUE,TRUE,1,0,0,0,6,2,4
"934","req630","uc2",3,"description",TRUE,"title; main scenario; postconditions; level; actor; preconditions; revision history; assumptions; solution hints","default","Business",TRUE,TRUE,0.956576291006058,9,8,0,1,2,TRUE,TRUE,TRUE,2,0,0,0,8,1,5
"935","req631","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","req631","uc2",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","req632","uc1",2,"description",TRUE,"title; main scenario; level; extensions; dependencies; postconditions; solution hints","Business Requirements","User",TRUE,TRUE,0.0943130445666611,7,6,0,2,1,TRUE,TRUE,TRUE,0,2,0,0,10,4,6
"938","req632","uc2",2,"description",TRUE,"title; main scenario; level; extensions; dependencies; postconditions; solution hints","Business Background","Business",TRUE,TRUE,0.3968930025585,5,4,0,0,0,TRUE,TRUE,TRUE,0,2,0,0,8,1,6
"939","req632","uc3",2,"description",TRUE,"title; main scenario; level; extensions; dependencies; postconditions; solution hints","default","User",TRUE,TRUE,0.996758516645059,8,5,1,1,0,TRUE,TRUE,TRUE,0,2,1,0,11,6,6
"940","req633","uc1",1,"description",TRUE,"title; main scenario; assumptions; preconditions; solution hints; additional information; level","Business Background","System",TRUE,FALSE,0.142154429573566,6,5,0,1,0,TRUE,TRUE,TRUE,0,2,1,1,9,7,5
"941","req633","uc2",1,"description",TRUE,"title; main scenario; assumptions; preconditions; solution hints; additional information; level","default","System",TRUE,TRUE,0.0539281726814806,6,3,0,1,0,TRUE,TRUE,TRUE,2,1,0,0,7,0,2
"942","req633","uc3",1,"description",TRUE,"title; main scenario; assumptions; preconditions; solution hints; additional information; level","Solution Proposal","(no level)",TRUE,TRUE,0.452261379919946,4,2,1,1,1,TRUE,TRUE,TRUE,0,0,0,0,3,1,2
"943","req634","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","req635","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","req635","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","req635","uc3",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","req636","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","req637","uc1",2,"description",TRUE,"title; main scenario; extensions; additional information","Solution Proposal","(no level)",TRUE,TRUE,0.0132643808610737,6,3,1,1,0,TRUE,TRUE,TRUE,1,2,1,1,8,4,4
"949","req638","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","req639","uc1",2,"description",TRUE,"title; main scenario; extensions; revision history; actor; dependencies; assumptions; limitations","Solution Proposal","(no level)",FALSE,TRUE,0.952828876441345,8,7,4,2,0,TRUE,TRUE,TRUE,0,0,0,0,11,3,8
"951","req64","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","req64","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","req64","uc3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","req640","uc1",3,"description",TRUE,"title; main scenario; limitations; dependencies; extensions; solution hints","Business Requirements","System",TRUE,TRUE,0.600212126271799,10,9,2,0,1,TRUE,TRUE,TRUE,1,0,0,0,10,0,6
"955","req641","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","req641","uc2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","req642","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","req642","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","req645","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","req645","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","req646","uc1",1,"description",TRUE,"title; main scenario; limitations; extensions; assumptions; preconditions; additional information","Business Background","(no level)",TRUE,TRUE,0.249416863545775,8,6,1,1,0,TRUE,TRUE,TRUE,1,1,0,0,9,2,6
"962","req646","uc2",1,"description",TRUE,"title; main scenario; limitations; extensions; assumptions; preconditions; additional information","Business Requirements","System",TRUE,TRUE,0.943750455277041,7,5,0,2,0,TRUE,TRUE,TRUE,1,0,0,0,8,4,3
"963","req646","uc3",1,"description",TRUE,"title; main scenario; limitations; extensions; assumptions; preconditions; additional information","Solution Proposal","User",TRUE,TRUE,0.122553650522605,4,4,1,3,0,TRUE,TRUE,TRUE,0,1,0,0,5,1,4
"964","req647","uc1",3,"description",TRUE,"title; main scenario; dependencies; preconditions","Solution Proposal","System",TRUE,TRUE,0.984530715271831,9,6,2,2,1,TRUE,TRUE,TRUE,1,0,0,0,11,3,10
"965","req647","uc2",3,"description",TRUE,"title; main scenario; dependencies; preconditions","Solution Proposal","Business",TRUE,TRUE,0.871960079995915,9,8,4,3,2,TRUE,TRUE,TRUE,1,0,0,0,7,1,4
"966","req649","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","req65","uc1",3,"description",TRUE,"title; main scenario; extensions; assumptions; level; additional information; revision history","default","Business",TRUE,TRUE,0.523516867309809,9,7,0,0,0,TRUE,TRUE,TRUE,0,1,0,0,13,6,4
"968","req65","uc2",3,"description",TRUE,"title; main scenario; extensions; assumptions; level; additional information; revision history","default","System",FALSE,TRUE,0.47417974495329,13,12,0,3,2,TRUE,TRUE,TRUE,3,2,1,0,21,12,12
"969","req650","uc1",2,"description",TRUE,"title; main scenario; actor; postconditions; preconditions; assumptions","Business Requirements","System",TRUE,TRUE,0.657527044648305,10,6,0,2,1,TRUE,FALSE,TRUE,0,1,0,0,8,1,5
"970","req650","uc2",2,"description",TRUE,"title; main scenario; actor; postconditions; preconditions; assumptions","Solution Proposal","(no level)",TRUE,TRUE,0.615794473793358,7,4,1,2,1,TRUE,TRUE,TRUE,1,0,0,0,7,2,4
"971","req650","uc3",2,"description",TRUE,"title; main scenario; actor; postconditions; preconditions; assumptions","Business Requirements","System",TRUE,TRUE,0.187392334220931,4,4,2,0,1,TRUE,TRUE,TRUE,0,0,0,0,4,1,1
"972","req652","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","req652","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","req653","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","req653","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","req655","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","req656","uc1",1,"description",TRUE,"title; main scenario; preconditions; actor; postconditions; level; dependencies; revision history; assumptions","Business Background","Business",TRUE,TRUE,0.504417720017955,7,4,1,1,0,TRUE,TRUE,TRUE,1,1,0,0,9,4,6
"978","req656","uc2",1,"description",TRUE,"title; main scenario; preconditions; actor; postconditions; level; dependencies; revision history; assumptions","Business Background","(no level)",TRUE,TRUE,0.574860963504761,6,5,0,1,1,TRUE,TRUE,TRUE,1,1,1,0,8,3,4
"979","req657","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","req657","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","req658","uc1",3,"description",TRUE,"title; main scenario; actor; additional information; assumptions; postconditions; limitations; level","Solution Proposal","System",TRUE,TRUE,0.572006025118753,12,11,3,1,0,FALSE,TRUE,TRUE,0,1,0,0,13,4,7
"982","req658","uc2",3,"description",TRUE,"title; main scenario; actor; additional information; assumptions; postconditions; limitations; level","Business Requirements","Business",TRUE,TRUE,0.0518491689581424,10,6,0,2,0,TRUE,TRUE,TRUE,0,0,0,0,13,7,8
"983","req66","uc1",2,"description",TRUE,"title; main scenario; assumptions; extensions; limitations; level; additional information; actor","default","User",TRUE,FALSE,0.891425836132839,7,6,0,0,0,TRUE,TRUE,TRUE,0,2,0,0,7,3,7
"984","req66","uc2",2,"description",TRUE,"title; main scenario; assumptions; extensions; limitations; level; additional information; actor","Business Background","Business",TRUE,TRUE,0.732478278689086,6,4,1,1,1,TRUE,TRUE,TRUE,0,1,0,0,7,1,3
"985","req66","uc3",2,"description",TRUE,"title; main scenario; assumptions; extensions; limitations; level; additional information; actor","default","Business",TRUE,TRUE,0.108769190497696,8,7,0,2,2,TRUE,TRUE,TRUE,1,0,0,0,10,1,6
"986","req660","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","req661","uc1",1,"description",TRUE,"title; main scenario; preconditions; actor; dependencies; limitations; extensions; revision history; level; solution hints; additional information","default","Business",TRUE,TRUE,0.785821106284857,7,6,1,1,0,TRUE,TRUE,TRUE,2,1,1,0,9,2,5
"988","req661","uc2",1,"description",TRUE,"title; main scenario; preconditions; actor; dependencies; limitations; extensions; revision history; level; solution hints; additional information","Solution Proposal","Business",TRUE,TRUE,0.798744507366791,6,5,2,0,0,TRUE,TRUE,TRUE,0,2,2,0,9,8,8
"989","req662","uc1",2,"description",TRUE,"title; main scenario; level; extensions; actor; revision history; additional information","Business Background","System",FALSE,TRUE,0.483582692453638,9,9,2,5,1,TRUE,TRUE,TRUE,1,1,0,0,12,5,7
